Gene stable ID	Chromosome/scaffold name	start2 (bp)	end2 (bp)	HN-score(HN5)	organism	GOSlim GOA Accession(s)	GOSlim GOA Description	GOSlim_domain
ENSG00000116741	H_1	192809039	192812275	122	human	GO:0005886	plasma membrane	cellular_component
ENSG00000116741	H_1	192809039	192812275	122	human	GO:0005739	mitochondrion	cellular_component
ENSG00000116741	H_1	192809039	192812275	122	human	GO:0098772	molecular function regulator activity	molecular_function
ENSG00000116741	H_1	192809039	192812275	122	human	GO:0005730	nucleolus	cellular_component
ENSG00000116741	H_1	192809039	192812275	122	human	GO:0023052	signaling	biological_process
ENSG00000116741	H_1	192809039	192812275	122	human	GO:0008092	cytoskeletal protein binding	molecular_function
ENSG00000116741	H_1	192809039	192812275	122	human	GO:0022414	reproductive process	biological_process
ENSG00000116741	H_1	192809039	192812275	122	human	GO:0003012	muscle system process	biological_process
ENSG00000116741	H_1	192809039	192812275	122	human	GO:0048856	anatomical structure development	biological_process
ENSG00000116741	H_1	192809039	192812275	122	human	GO:0030154	cell differentiation	biological_process
ENSG00000116741	H_1	192809039	192812275	122	human	GO:0036211	protein modification process	biological_process
ENSG00000116741	H_1	192809039	192812275	122	human	GO:0003013	circulatory system process	biological_process
ENSG00000116741	H_1	192809039	192812275	122	human	GO:0055085	transmembrane transport	biological_process
ENSG00000116741	H_1	192809039	192812275	122	human	GO:0003824	catalytic activity	molecular_function
ENSG00000116741	H_1	192809039	192812275	122	human	GO:0016787	hydrolase activity	molecular_function
ENSG00000116741	H_1	192809039	192812275	122	human	GO:0003924	GTPase activity	molecular_function
ENSG00000149257	H_11	75562056	75572783	119	human	GO:0005576	extracellular region	cellular_component
ENSG00000149257	H_11	75562056	75572783	119	human	GO:0005615	extracellular space	cellular_component
ENSG00000149257	H_11	75562056	75572783	119	human	GO:0098772	molecular function regulator activity	molecular_function
ENSG00000149257	H_11	75562056	75572783	119	human	GO:0003723	RNA binding	molecular_function
ENSG00000149257	H_11	75562056	75572783	119	human	GO:0043226	organelle	cellular_component
ENSG00000149257	H_11	75562056	75572783	119	human	GO:0005783	endoplasmic reticulum	cellular_component
ENSG00000149257	H_11	75562056	75572783	119	human	GO:0031012	extracellular matrix	cellular_component
ENSG00000149257	H_11	75562056	75572783	119	human	GO:0030312	external encapsulating structure	cellular_component
ENSG00000149257	H_11	75562056	75572783	119	human	GO:0030198	extracellular matrix organization	biological_process
ENSG00000149257	H_11	75562056	75572783	119	human	GO:0048856	anatomical structure development	biological_process
ENSG00000149257	H_11	75562056	75572783	119	human	GO:0030154	cell differentiation	biological_process
ENSG00000149257	H_11	75562056	75572783	119	human	GO:0051604	protein maturation	biological_process
ENSG00000196900	H_5	126631705	126636284	119	human	GO:0022414	reproductive process	biological_process
ENSG00000196900	H_5	126631705	126636284	119	human	GO:0007018	microtubule-based movement	biological_process
ENSG00000196900	H_5	126631705	126636284	119	human	GO:0048870	cell motility	biological_process
ENSG00000125740	H_19	45467995	45475179	118	human	GO:0003677	DNA binding	molecular_function
ENSG00000125740	H_19	45467995	45475179	118	human	GO:0006351	DNA-templated transcription	biological_process
ENSG00000125740	H_19	45467995	45475179	118	human	GO:0006355	regulation of DNA-templated transcription	biological_process
ENSG00000125740	H_19	45467995	45475179	118	human	GO:0140110	transcription regulator activity	molecular_function
ENSG00000125740	H_19	45467995	45475179	118	human	GO:0043226	organelle	cellular_component
ENSG00000125740	H_19	45467995	45475179	118	human	GO:0005634	nucleus	cellular_component
ENSG00000125740	H_19	45467995	45475179	118	human	GO:0005654	nucleoplasm	cellular_component
ENSG00000125740	H_19	45467995	45475179	118	human	GO:0005694	chromosome	cellular_component
ENSG00000125740	H_19	45467995	45475179	118	human	GO:0022414	reproductive process	biological_process
ENSG00000128253	H_22	32190435	32205073	117	human	GO:0043226	organelle	cellular_component
ENSG00000128253	H_22	32190435	32205073	117	human	GO:0005634	nucleus	cellular_component
ENSG00000128253	H_22	32190435	32205073	117	human	GO:0005654	nucleoplasm	cellular_component
ENSG00000128253	H_22	32190435	32205073	117	human	GO:0005829	cytosol	cellular_component
ENSG00000128253	H_22	32190435	32205073	117	human	GO:0003824	catalytic activity	molecular_function
ENSG00000128253	H_22	32190435	32205073	117	human	GO:0016740	transferase activity	molecular_function
ENSG00000128253	H_22	32190435	32205073	117	human	GO:0140096	catalytic activity, acting on a protein	molecular_function
ENSG00000128253	H_22	32190435	32205073	117	human	GO:0002376	immune system process	biological_process
ENSG00000128253	H_22	32190435	32205073	117	human	GO:0098542	defense response to other organism	biological_process
ENSG00000128253	H_22	32190435	32205073	117	human	GO:0036211	protein modification process	biological_process
ENSG00000128253	H_22	32190435	32205073	117	human	GO:0006914	autophagy	biological_process
ENSG00000128253	H_22	32190435	32205073	117	human	GO:0023052	signaling	biological_process
ENSG00000128253	H_22	32190435	32205073	117	human	GO:0006351	DNA-templated transcription	biological_process
ENSG00000128253	H_22	32190435	32205073	117	human	GO:0006355	regulation of DNA-templated transcription	biological_process
ENSG00000188573	H_5	168529305	168530634	116	human	GO:0003723	RNA binding	molecular_function
ENSG00000188573	H_5	168529305	168530634	116	human	GO:0042254	ribosome biogenesis	biological_process
ENSG00000188573	H_5	168529305	168530634	116	human	GO:0003824	catalytic activity	molecular_function
ENSG00000188573	H_5	168529305	168530634	116	human	GO:0016740	transferase activity	molecular_function
ENSG00000188573	H_5	168529305	168530634	116	human	GO:0043226	organelle	cellular_component
ENSG00000188573	H_5	168529305	168530634	116	human	GO:0005634	nucleus	cellular_component
ENSG00000188573	H_5	168529305	168530634	116	human	GO:0005654	nucleoplasm	cellular_component
ENSG00000188573	H_5	168529305	168530634	116	human	GO:0005730	nucleolus	cellular_component
ENSG00000188573	H_5	168529305	168530634	116	human	GO:0006325	chromatin organization	biological_process
ENSG00000188573	H_5	168529305	168530634	116	human	GO:0140098	catalytic activity, acting on RNA	molecular_function
ENSG00000188573	H_5	168529305	168530634	116	human	GO:0140096	catalytic activity, acting on a protein	molecular_function
ENSG00000188573	H_5	168529305	168530634	116	human	GO:0048856	anatomical structure development	biological_process
ENSG00000188573	H_5	168529305	168530634	116	human	GO:0036211	protein modification process	biological_process
ENSG00000106211	H_7	76302673	76304295	112	human	GO:0043226	organelle	cellular_component
ENSG00000106211	H_7	76302673	76304295	112	human	GO:0005634	nucleus	cellular_component
ENSG00000106211	H_7	76302673	76304295	112	human	GO:0003723	RNA binding	molecular_function
ENSG00000106211	H_7	76302673	76304295	112	human	GO:0012501	programmed cell death	biological_process
ENSG00000106211	H_7	76302673	76304295	112	human	GO:0005856	cytoskeleton	cellular_component
ENSG00000106211	H_7	76302673	76304295	112	human	GO:0005576	extracellular region	cellular_component
ENSG00000106211	H_7	76302673	76304295	112	human	GO:0005615	extracellular space	cellular_component
ENSG00000106211	H_7	76302673	76304295	112	human	GO:0006457	protein folding	biological_process
ENSG00000106211	H_7	76302673	76304295	112	human	GO:0044183	protein folding chaperone	molecular_function
ENSG00000106211	H_7	76302673	76304295	112	human	GO:0005829	cytosol	cellular_component
ENSG00000106211	H_7	76302673	76304295	112	human	GO:0007155	cell adhesion	biological_process
ENSG00000106211	H_7	76302673	76304295	112	human	GO:0042060	wound healing	biological_process
ENSG00000106211	H_7	76302673	76304295	112	human	GO:0007018	microtubule-based movement	biological_process
ENSG00000106211	H_7	76302673	76304295	112	human	GO:0006886	intracellular protein transport	biological_process
ENSG00000106211	H_7	76302673	76304295	112	human	GO:0048856	anatomical structure development	biological_process
ENSG00000106211	H_7	76302673	76304295	112	human	GO:0036211	protein modification process	biological_process
ENSG00000106211	H_7	76302673	76304295	112	human	GO:0048870	cell motility	biological_process
ENSG00000106211	H_7	76302673	76304295	112	human	GO:0023052	signaling	biological_process
ENSG00000106211	H_7	76302673	76304295	112	human	GO:0098772	molecular function regulator activity	molecular_function
ENSG00000106211	H_7	76302673	76304295	112	human	GO:0006914	autophagy	biological_process
ENSG00000106211	H_7	76302673	76304295	112	human	GO:0005886	plasma membrane	cellular_component
ENSG00000171786	H_1	160367071	160372846	111	human	GO:0006351	DNA-templated transcription	biological_process
ENSG00000171786	H_1	160367071	160372846	111	human	GO:0006355	regulation of DNA-templated transcription	biological_process
ENSG00000171786	H_1	160367071	160372846	111	human	GO:0140110	transcription regulator activity	molecular_function
ENSG00000171786	H_1	160367071	160372846	111	human	GO:0043226	organelle	cellular_component
ENSG00000171786	H_1	160367071	160372846	111	human	GO:0005634	nucleus	cellular_component
ENSG00000171786	H_1	160367071	160372846	111	human	GO:0003677	DNA binding	molecular_function
ENSG00000171786	H_1	160367071	160372846	111	human	GO:0030154	cell differentiation	biological_process
ENSG00000171786	H_1	160367071	160372846	111	human	GO:0005694	chromosome	cellular_component
ENSG00000171786	H_1	160367071	160372846	111	human	GO:0048856	anatomical structure development	biological_process
ENSG00000149201	H_11	86374736	86423109	109	human	GO:0043226	organelle	cellular_component
ENSG00000149201	H_11	86374736	86423109	109	human	GO:0005856	cytoskeleton	cellular_component
ENSG00000149201	H_11	86374736	86423109	109	human	GO:0005815	microtubule organizing center	cellular_component
ENSG00000104804	H_19	48880965	48898744	108	human	GO:0005576	extracellular region	cellular_component
ENSG00000104804	H_19	48880965	48898744	108	human	GO:0043226	organelle	cellular_component
ENSG00000104804	H_19	48880965	48898744	108	human	GO:0005929	cilium	cellular_component
ENSG00000104804	H_19	48880965	48898744	108	human	GO:0050877	nervous system process	biological_process
ENSG00000140403	H_15	78264086	78282196	106	human	GO:0006457	protein folding	biological_process
ENSG00000140403	H_15	78264086	78282196	106	human	GO:0005829	cytosol	cellular_component
ENSG00000140403	H_15	78264086	78282196	106	human	GO:0048870	cell motility	biological_process
ENSG00000122877	H_10	62811996	62819167	104	human	GO:0043226	organelle	cellular_component
ENSG00000122877	H_10	62811996	62819167	104	human	GO:0005634	nucleus	cellular_component
ENSG00000122877	H_10	62811996	62819167	104	human	GO:0003824	catalytic activity	molecular_function
ENSG00000122877	H_10	62811996	62819167	104	human	GO:0016740	transferase activity	molecular_function
ENSG00000122877	H_10	62811996	62819167	104	human	GO:0005654	nucleoplasm	cellular_component
ENSG00000122877	H_10	62811996	62819167	104	human	GO:0003677	DNA binding	molecular_function
ENSG00000122877	H_10	62811996	62819167	104	human	GO:0006355	regulation of DNA-templated transcription	biological_process
ENSG00000122877	H_10	62811996	62819167	104	human	GO:0140110	transcription regulator activity	molecular_function
ENSG00000122877	H_10	62811996	62819167	104	human	GO:0006351	DNA-templated transcription	biological_process
ENSG00000122877	H_10	62811996	62819167	104	human	GO:0036211	protein modification process	biological_process
ENSG00000122877	H_10	62811996	62819167	104	human	GO:0005694	chromosome	cellular_component
ENSG00000122877	H_10	62811996	62819167	104	human	GO:0006886	intracellular protein transport	biological_process
ENSG00000122877	H_10	62811996	62819167	104	human	GO:0006913	nucleocytoplasmic transport	biological_process
ENSG00000122877	H_10	62811996	62819167	104	human	GO:0048856	anatomical structure development	biological_process
ENSG00000122877	H_10	62811996	62819167	104	human	GO:0030154	cell differentiation	biological_process
ENSG00000122877	H_10	62811996	62819167	104	human	GO:0050877	nervous system process	biological_process
ENSG00000122877	H_10	62811996	62819167	104	human	GO:0140096	catalytic activity, acting on a protein	molecular_function
ENSG00000122877	H_10	62811996	62819167	104	human	GO:0023052	signaling	biological_process
ENSG00000179148	H_17	8095900	8119047	100	human	GO:0016491	oxidoreductase activity	molecular_function
ENSG00000179148	H_17	8095900	8119047	100	human	GO:0003824	catalytic activity	molecular_function
ENSG00000179148	H_17	8095900	8119047	100	human	GO:0006629	lipid metabolic process	biological_process
ENSG00000179148	H_17	8095900	8119047	100	human	GO:0016853	isomerase activity	molecular_function
ENSG00000179148	H_17	8095900	8119047	100	human	GO:0016829	lyase activity	molecular_function
ENSG00000179148	H_17	8095900	8119047	100	human	GO:0005829	cytosol	cellular_component
ENSG00000179148	H_17	8095900	8119047	100	human	GO:0030154	cell differentiation	biological_process
ENSG00000179148	H_17	8095900	8119047	100	human	GO:0048856	anatomical structure development	biological_process
ENSG00000179148	H_17	8095900	8119047	100	human	GO:0050877	nervous system process	biological_process
ENSG00000179148	H_17	8095900	8119047	100	human	GO:0023052	signaling	biological_process
ENSG00000152137	H_12	119171555	119224855	100	human	GO:0043226	organelle	cellular_component
ENSG00000152137	H_12	119171555	119224855	100	human	GO:0005634	nucleus	cellular_component
ENSG00000152137	H_12	119171555	119224855	100	human	GO:0005654	nucleoplasm	cellular_component
ENSG00000152137	H_12	119171555	119224855	100	human	GO:0005829	cytosol	cellular_component
ENSG00000152137	H_12	119171555	119224855	100	human	GO:0006914	autophagy	biological_process
ENSG00000182896	H_17	7355123	7357219	99	human	GO:0061024	membrane organization	biological_process
ENSG00000182896	H_17	7355123	7357219	99	human	GO:0022414	reproductive process	biological_process
ENSG00000182896	H_17	7355123	7357219	99	human	GO:0005886	plasma membrane	cellular_component
ENSG00000182896	H_17	7355123	7357219	99	human	GO:0031410	cytoplasmic vesicle	cellular_component
ENSG00000182896	H_17	7355123	7357219	99	human	GO:0043226	organelle	cellular_component
ENSG00000187922	H_9	136738167	136743356	98	human	GO:0005576	extracellular region	cellular_component
ENSG00000099139	H_9	75890644	76362975	98	human	GO:0003824	catalytic activity	molecular_function
ENSG00000099139	H_9	75890644	76362975	98	human	GO:0016787	hydrolase activity	molecular_function
ENSG00000099139	H_9	75890644	76362975	98	human	GO:0140096	catalytic activity, acting on a protein	molecular_function
ENSG00000099139	H_9	75890644	76362975	98	human	GO:0005576	extracellular region	cellular_component
ENSG00000099139	H_9	75890644	76362975	98	human	GO:0005615	extracellular space	cellular_component
ENSG00000099139	H_9	75890644	76362975	98	human	GO:0043226	organelle	cellular_component
ENSG00000099139	H_9	75890644	76362975	98	human	GO:0005794	Golgi apparatus	cellular_component
ENSG00000099139	H_9	75890644	76362975	98	human	GO:0023052	signaling	biological_process
ENSG00000099139	H_9	75890644	76362975	98	human	GO:0022414	reproductive process	biological_process
ENSG00000099139	H_9	75890644	76362975	98	human	GO:0048856	anatomical structure development	biological_process
ENSG00000099139	H_9	75890644	76362975	98	human	GO:0051604	protein maturation	biological_process
ENSG00000099139	H_9	75890644	76362975	98	human	GO:0003014	renal system process	biological_process
ENSG00000099139	H_9	75890644	76362975	98	human	GO:0003013	circulatory system process	biological_process
ENSG00000099139	H_9	75890644	76362975	98	human	GO:0050886	endocrine process	biological_process
ENSG00000143199	H_1	167809386	167914215	97	human	GO:0023052	signaling	biological_process
ENSG00000143199	H_1	167809386	167914215	97	human	GO:0055086	nucleobase-containing small molecule metabolic process	biological_process
ENSG00000143199	H_1	167809386	167914215	97	human	GO:0043226	organelle	cellular_component
ENSG00000143199	H_1	167809386	167914215	97	human	GO:0005634	nucleus	cellular_component
ENSG00000143199	H_1	167809386	167914215	97	human	GO:0005886	plasma membrane	cellular_component
ENSG00000143199	H_1	167809386	167914215	97	human	GO:0005929	cilium	cellular_component
ENSG00000143199	H_1	167809386	167914215	97	human	GO:0005739	mitochondrion	cellular_component
ENSG00000143199	H_1	167809386	167914215	97	human	GO:0003824	catalytic activity	molecular_function
ENSG00000143199	H_1	167809386	167914215	97	human	GO:0016829	lyase activity	molecular_function
ENSG00000143199	H_1	167809386	167914215	97	human	GO:0005856	cytoskeleton	cellular_component
ENSG00000143199	H_1	167809386	167914215	97	human	GO:0005829	cytosol	cellular_component
ENSG00000143199	H_1	167809386	167914215	97	human	GO:0005576	extracellular region	cellular_component
ENSG00000143199	H_1	167809386	167914215	97	human	GO:0009975	cyclase activity	molecular_function
ENSG00000143199	H_1	167809386	167914215	97	human	GO:1901135	carbohydrate derivative metabolic process	biological_process
ENSG00000143199	H_1	167809386	167914215	97	human	GO:0022414	reproductive process	biological_process
ENSG00000143199	H_1	167809386	167914215	97	human	GO:0007018	microtubule-based movement	biological_process
ENSG00000143199	H_1	167809386	167914215	97	human	GO:0012501	programmed cell death	biological_process
ENSG00000164070	H_4	127781821	127840733	96	human	GO:0140657	ATP-dependent activity	molecular_function
ENSG00000164070	H_4	127781821	127840733	96	human	GO:0044183	protein folding chaperone	molecular_function
ENSG00000164070	H_4	127781821	127840733	96	human	GO:0043226	organelle	cellular_component
ENSG00000164070	H_4	127781821	127840733	96	human	GO:0005634	nucleus	cellular_component
ENSG00000164070	H_4	127781821	127840733	96	human	GO:0005829	cytosol	cellular_component
ENSG00000164070	H_4	127781821	127840733	96	human	GO:0006457	protein folding	biological_process
ENSG00000149212	H_11	95165513	95232541	95	human	GO:0043226	organelle	cellular_component
ENSG00000149212	H_11	95165513	95232541	95	human	GO:0005634	nucleus	cellular_component
ENSG00000149212	H_11	95165513	95232541	95	human	GO:0016491	oxidoreductase activity	molecular_function
ENSG00000149212	H_11	95165513	95232541	95	human	GO:0003824	catalytic activity	molecular_function
ENSG00000149212	H_11	95165513	95232541	95	human	GO:0023052	signaling	biological_process
ENSG00000149212	H_11	95165513	95232541	95	human	GO:0006914	autophagy	biological_process
ENSG00000006606	H_7	75769533	75789896	95	human	GO:0005576	extracellular region	cellular_component
ENSG00000006606	H_7	75769533	75789896	95	human	GO:0002376	immune system process	biological_process
ENSG00000006606	H_7	75769533	75789896	95	human	GO:0098772	molecular function regulator activity	molecular_function
ENSG00000006606	H_7	75769533	75789896	95	human	GO:0048018	receptor ligand activity	molecular_function
ENSG00000006606	H_7	75769533	75789896	95	human	GO:0005615	extracellular space	cellular_component
ENSG00000006606	H_7	75769533	75789896	95	human	GO:0006954	inflammatory response	biological_process
ENSG00000006606	H_7	75769533	75789896	95	human	GO:0023052	signaling	biological_process
ENSG00000006606	H_7	75769533	75789896	95	human	GO:0048870	cell motility	biological_process
ENSG00000006606	H_7	75769533	75789896	95	human	GO:0007010	cytoskeleton organization	biological_process
ENSG00000006606	H_7	75769533	75789896	95	human	GO:0065003	protein-containing complex assembly	biological_process
ENSG00000006606	H_7	75769533	75789896	95	human	GO:0098542	defense response to other organism	biological_process
ENSG00000087589	H_20	56412112	56460387	91	human	GO:0007155	cell adhesion	biological_process
ENSG00000087589	H_20	56412112	56460387	91	human	GO:0043226	organelle	cellular_component
ENSG00000087589	H_20	56412112	56460387	91	human	GO:0005856	cytoskeleton	cellular_component
ENSG00000087589	H_20	56412112	56460387	91	human	GO:0005886	plasma membrane	cellular_component
ENSG00000087589	H_20	56412112	56460387	91	human	GO:0048870	cell motility	biological_process
ENSG00000087589	H_20	56412112	56460387	91	human	GO:0036211	protein modification process	biological_process
ENSG00000087589	H_20	56412112	56460387	91	human	GO:0023052	signaling	biological_process
ENSG00000087589	H_20	56412112	56460387	91	human	GO:0007010	cytoskeleton organization	biological_process
ENSG00000087589	H_20	56412112	56460387	91	human	GO:0048856	anatomical structure development	biological_process
ENSG00000087589	H_20	56412112	56460387	91	human	GO:0030154	cell differentiation	biological_process
ENSG00000270757	H_2	197500413	197550726	90	human	GO:0006457	protein folding	biological_process
ENSG00000270757	H_2	197500413	197550726	90	human	GO:0044183	protein folding chaperone	molecular_function
ENSG00000132952	H_13	30617693	30660770	89	human	GO:0043226	organelle	cellular_component
ENSG00000132952	H_13	30617693	30660770	89	human	GO:0005634	nucleus	cellular_component
ENSG00000132952	H_13	30617693	30660770	89	human	GO:0003824	catalytic activity	molecular_function
ENSG00000132952	H_13	30617693	30660770	89	human	GO:0016787	hydrolase activity	molecular_function
ENSG00000132952	H_13	30617693	30660770	89	human	GO:0140096	catalytic activity, acting on a protein	molecular_function
ENSG00000132952	H_13	30617693	30660770	89	human	GO:0005576	extracellular region	cellular_component
ENSG00000132952	H_13	30617693	30660770	89	human	GO:0005615	extracellular space	cellular_component
ENSG00000132952	H_13	30617693	30660770	89	human	GO:0005654	nucleoplasm	cellular_component
ENSG00000132952	H_13	30617693	30660770	89	human	GO:0036211	protein modification process	biological_process
ENSG00000132952	H_13	30617693	30660770	89	human	GO:0006351	DNA-templated transcription	biological_process
ENSG00000132952	H_13	30617693	30660770	89	human	GO:0016073	snRNA metabolic process	biological_process
ENSG00000204421	H_6	31718648	31721746	89	human	GO:0005886	plasma membrane	cellular_component
ENSG00000204421	H_6	31718648	31721746	89	human	GO:0005576	extracellular region	cellular_component
ENSG00000162772	H_1	212565334	212620777	88	human	GO:0003677	DNA binding	molecular_function
ENSG00000162772	H_1	212565334	212620777	88	human	GO:0006351	DNA-templated transcription	biological_process
ENSG00000162772	H_1	212565334	212620777	88	human	GO:0006355	regulation of DNA-templated transcription	biological_process
ENSG00000162772	H_1	212565334	212620777	88	human	GO:0140110	transcription regulator activity	molecular_function
ENSG00000162772	H_1	212565334	212620777	88	human	GO:0043226	organelle	cellular_component
ENSG00000162772	H_1	212565334	212620777	88	human	GO:0005634	nucleus	cellular_component
ENSG00000162772	H_1	212565334	212620777	88	human	GO:0005654	nucleoplasm	cellular_component
ENSG00000162772	H_1	212565334	212620777	88	human	GO:0005730	nucleolus	cellular_component
ENSG00000162772	H_1	212565334	212620777	88	human	GO:0005694	chromosome	cellular_component
ENSG00000162772	H_1	212565334	212620777	88	human	GO:0023052	signaling	biological_process
ENSG00000162772	H_1	212565334	212620777	88	human	GO:0012501	programmed cell death	biological_process
ENSG00000162772	H_1	212565334	212620777	88	human	GO:0005975	carbohydrate metabolic process	biological_process
ENSG00000162772	H_1	212565334	212620777	88	human	GO:0048856	anatomical structure development	biological_process
ENSG00000162772	H_1	212565334	212620777	88	human	GO:0030154	cell differentiation	biological_process
ENSG00000120129	H_5	172768096	172771195	87	human	GO:0003824	catalytic activity	molecular_function
ENSG00000120129	H_5	172768096	172771195	87	human	GO:0016787	hydrolase activity	molecular_function
ENSG00000120129	H_5	172768096	172771195	87	human	GO:0036211	protein modification process	biological_process
ENSG00000120129	H_5	172768096	172771195	87	human	GO:0140096	catalytic activity, acting on a protein	molecular_function
ENSG00000120129	H_5	172768096	172771195	87	human	GO:0043226	organelle	cellular_component
ENSG00000120129	H_5	172768096	172771195	87	human	GO:0005634	nucleus	cellular_component
ENSG00000120129	H_5	172768096	172771195	87	human	GO:0023052	signaling	biological_process
ENSG00000120129	H_5	172768096	172771195	87	human	GO:0002376	immune system process	biological_process
ENSG00000120129	H_5	172768096	172771195	87	human	GO:0048870	cell motility	biological_process
ENSG00000120129	H_5	172768096	172771195	87	human	GO:0007155	cell adhesion	biological_process
ENSG00000120129	H_5	172768096	172771195	87	human	GO:0048856	anatomical structure development	biological_process
ENSG00000120129	H_5	172768096	172771195	87	human	GO:0022414	reproductive process	biological_process
ENSG00000120129	H_5	172768096	172771195	87	human	GO:0007059	chromosome segregation	biological_process
ENSG00000120129	H_5	172768096	172771195	87	human	GO:0000278	mitotic cell cycle	biological_process
ENSG00000120129	H_5	172768096	172771195	87	human	GO:0140014	mitotic nuclear division	biological_process
ENSG00000120738	H_5	138465479	138469303	87	human	GO:0043226	organelle	cellular_component
ENSG00000120738	H_5	138465479	138469303	87	human	GO:0005634	nucleus	cellular_component
ENSG00000120738	H_5	138465479	138469303	87	human	GO:0005654	nucleoplasm	cellular_component
ENSG00000120738	H_5	138465479	138469303	87	human	GO:0003677	DNA binding	molecular_function
ENSG00000120738	H_5	138465479	138469303	87	human	GO:0006355	regulation of DNA-templated transcription	biological_process
ENSG00000120738	H_5	138465479	138469303	87	human	GO:0140110	transcription regulator activity	molecular_function
ENSG00000120738	H_5	138465479	138469303	87	human	GO:0006351	DNA-templated transcription	biological_process
ENSG00000120738	H_5	138465479	138469303	87	human	GO:0005694	chromosome	cellular_component
ENSG00000120738	H_5	138465479	138469303	87	human	GO:0023052	signaling	biological_process
ENSG00000120738	H_5	138465479	138469303	87	human	GO:0012501	programmed cell death	biological_process
ENSG00000120738	H_5	138465479	138469303	87	human	GO:0036211	protein modification process	biological_process
ENSG00000120738	H_5	138465479	138469303	87	human	GO:0002376	immune system process	biological_process
ENSG00000120738	H_5	138465479	138469303	87	human	GO:0048856	anatomical structure development	biological_process
ENSG00000120738	H_5	138465479	138469303	87	human	GO:0030154	cell differentiation	biological_process
ENSG00000120738	H_5	138465479	138469303	87	human	GO:0022414	reproductive process	biological_process
ENSG00000120738	H_5	138465479	138469303	87	human	GO:0006629	lipid metabolic process	biological_process
ENSG00000204103	H_20	40685848	40689236	86	human	GO:0003677	DNA binding	molecular_function
ENSG00000204103	H_20	40685848	40689236	86	human	GO:0006351	DNA-templated transcription	biological_process
ENSG00000204103	H_20	40685848	40689236	86	human	GO:0006355	regulation of DNA-templated transcription	biological_process
ENSG00000204103	H_20	40685848	40689236	86	human	GO:0140110	transcription regulator activity	molecular_function
ENSG00000204103	H_20	40685848	40689236	86	human	GO:0043226	organelle	cellular_component
ENSG00000204103	H_20	40685848	40689236	86	human	GO:0005634	nucleus	cellular_component
ENSG00000204103	H_20	40685848	40689236	86	human	GO:0005694	chromosome	cellular_component
ENSG00000204103	H_20	40685848	40689236	86	human	GO:0030154	cell differentiation	biological_process
ENSG00000204103	H_20	40685848	40689236	86	human	GO:0002376	immune system process	biological_process
ENSG00000204103	H_20	40685848	40689236	86	human	GO:0048856	anatomical structure development	biological_process
ENSG00000204103	H_20	40685848	40689236	86	human	GO:0051604	protein maturation	biological_process
ENSG00000204103	H_20	40685848	40689236	86	human	GO:0061024	membrane organization	biological_process
ENSG00000129654	H_17	76136333	76141245	83	human	GO:0006351	DNA-templated transcription	biological_process
ENSG00000129654	H_17	76136333	76141245	83	human	GO:0006355	regulation of DNA-templated transcription	biological_process
ENSG00000129654	H_17	76136333	76141245	83	human	GO:0140110	transcription regulator activity	molecular_function
ENSG00000129654	H_17	76136333	76141245	83	human	GO:0003677	DNA binding	molecular_function
ENSG00000129654	H_17	76136333	76141245	83	human	GO:0043226	organelle	cellular_component
ENSG00000129654	H_17	76136333	76141245	83	human	GO:0005634	nucleus	cellular_component
ENSG00000129654	H_17	76136333	76141245	83	human	GO:0002376	immune system process	biological_process
ENSG00000129654	H_17	76136333	76141245	83	human	GO:0048856	anatomical structure development	biological_process
ENSG00000129654	H_17	76136333	76141245	83	human	GO:0007010	cytoskeleton organization	biological_process
ENSG00000129654	H_17	76136333	76141245	83	human	GO:0030154	cell differentiation	biological_process
ENSG00000129654	H_17	76136333	76141245	83	human	GO:0007155	cell adhesion	biological_process
ENSG00000129654	H_17	76136333	76141245	83	human	GO:0007163	establishment or maintenance of cell polarity	biological_process
ENSG00000129654	H_17	76136333	76141245	83	human	GO:0044782	cilium organization	biological_process
ENSG00000129654	H_17	76136333	76141245	83	human	GO:0048870	cell motility	biological_process
ENSG00000129654	H_17	76136333	76141245	83	human	GO:0022414	reproductive process	biological_process
ENSG00000129654	H_17	76136333	76141245	83	human	GO:0005694	chromosome	cellular_component
ENSG00000215547	H_20	31257664	31259632	83	human	GO:0005576	extracellular region	cellular_component
ENSG00000215547	H_20	31257664	31259632	83	human	GO:0098542	defense response to other organism	biological_process
ENSG00000167280	H_17	79074824	79088599	83	human	GO:0003824	catalytic activity	molecular_function
ENSG00000167280	H_17	79074824	79088599	83	human	GO:0016787	hydrolase activity	molecular_function
ENSG00000167280	H_17	79074824	79088599	83	human	GO:0005829	cytosol	cellular_component
ENSG00000167280	H_17	79074824	79088599	83	human	GO:1901135	carbohydrate derivative metabolic process	biological_process
ENSG00000167280	H_17	79074824	79088599	83	human	GO:0036211	protein modification process	biological_process
ENSG00000167280	H_17	79074824	79088599	83	human	GO:0006457	protein folding	biological_process
ENSG00000187581	H_14	93347182	93348356	83	human	GO:0043226	organelle	cellular_component
ENSG00000187581	H_14	93347182	93348356	83	human	GO:0005739	mitochondrion	cellular_component
ENSG00000187581	H_14	93347182	93348356	83	human	GO:0006091	generation of precursor metabolites and energy	biological_process
ENSG00000104808	H_19	48933699	48944969	82	human	GO:0016491	oxidoreductase activity	molecular_function
ENSG00000104808	H_19	48933699	48944969	82	human	GO:0003824	catalytic activity	molecular_function
