GeneName,up5,dn5,unchange5,all,HN5
TMEM184A,9,1,312,322,8
DNAL1,12,4,306,322,8
DNAJC3,10,2,310,322,8
TMEM221,11,3,308,322,8
GABRP,16,8,298,322,8
DNAJC5,10,2,310,322,8
ZNF581,13,5,304,322,8
TMEM225B,16,8,298,322,8
ZNF569,11,3,308,322,8
ARHGEF18,10,2,310,322,8
TMEM214,9,1,312,322,8
DNAL4,17,9,296,322,8
LBHD2,11,3,308,322,8
ZNF644,9,1,312,322,8
GAGE2A,27,19,276,322,8
ABCD4,12,4,306,322,8
GAGE2E,25,17,280,322,8
DNASE1L2,19,11,292,322,8
ZNF559,9,1,312,322,8
ZNF664,10,2,310,322,8
ARHGEF9,14,6,302,322,8
LRRC20,9,1,312,322,8
GATAD2A,11,3,308,322,8
GATD3A,15,7,300,322,8
LIPG,10,2,310,322,8
ZNF718,9,1,312,322,8
FLNC,9,1,312,322,8
ZNF704,12,4,306,322,8
GDNF,10,2,310,322,8
ARL2,12,4,306,322,8
GDPD1,9,1,312,322,8
ARL2-SNX15,36,28,258,322,8
LGALS14,16,8,298,322,8
GET4,10,2,310,322,8
ARGLU1,9,1,312,322,8
LSM14B,12,4,306,322,8
GDF11,9,1,312,322,8
ZNF771,11,3,308,322,8
FPR2,28,20,274,322,8
TMEM131,8,0,314,322,8
LSM6,11,3,308,322,8
FCSK,10,2,310,322,8
LETM1,9,1,312,322,8
TMEM130,11,3,308,322,8
ZNF419,14,6,302,322,8
ZNF418,16,8,298,322,8
GDI1,11,3,308,322,8
ARHGAP17,10,2,310,322,8
FTO,11,3,308,322,8
LRRC8C,10,2,310,322,8
ZNF493,11,3,308,322,8
LIMCH1,11,3,308,322,8
LILRB1,10,2,310,322,8
ABLIM3,8,0,314,322,8
TMEM51,9,1,312,322,8
TMEM59,9,1,312,322,8
GCC1,9,1,312,322,8
LHX2,16,8,298,322,8
ZNF480,10,2,310,322,8
GCN1,9,1,312,322,8
ABCC1,8,0,314,322,8
ZNF461,11,3,308,322,8
FSTL4,10,2,310,322,8
DNAI4,12,4,306,322,8
FSD2,9,1,312,322,8
GCSAML,9,1,312,322,8
DNAI2,9,1,312,322,8
FSD1,15,7,300,322,8
LGALS9B,20,12,290,322,8
LGALS9,15,7,300,322,8
AMOTL1,10,2,310,322,8
ZAR1,19,11,292,322,8
FBXO33,10,2,310,322,8
JOSD2,16,8,298,322,8
HOXA5,14,6,302,322,8
JAK3,10,2,310,322,8
ANKRD24,9,1,312,322,8
TSPAN8,12,4,306,322,8
HOXA1,8,0,314,322,8
VGLL2,8,0,314,322,8
TSPAN7,13,5,304,322,8
VDAC2,11,3,308,322,8
HOMER3,13,5,304,322,8
HNRNPUL2-BSCL2,17,9,296,322,8
HNRNPF,10,2,310,322,8
HNRNPDL,9,1,312,322,8
TSPAN17,12,4,306,322,8
HMGA1,10,2,310,322,8
EXD3,10,2,310,322,8
JAG1,15,7,300,322,8
HDAC3,9,1,312,322,8
EIF4B,11,3,308,322,8
ITGB1BP2,12,4,306,322,8
ITGB2,23,15,284,322,8
EIF4EBP2,9,1,312,322,8
ITGB8,10,2,310,322,8
ANKRD13A,9,1,312,322,8
HSD3B2,10,2,310,322,8
EIF4A1,11,3,308,322,8
VCPIP1,8,0,314,322,8
EIF3L,9,1,312,322,8
HSD17B11,9,1,312,322,8
AHSG,8,0,314,322,8
IYD,11,3,308,322,8
AHCYL1,10,2,310,322,8
EIF3B,10,2,310,322,8
HMBS,11,3,308,322,8
HMBOX1,10,2,310,322,8
HLX,12,4,306,322,8
TRPS1,9,1,312,322,8
KCNC4,8,0,314,322,8
HEY2,8,0,314,322,8
AFDN,14,6,302,322,8
HEXA,11,3,308,322,8
HES7,24,16,282,322,8
TRPT1,18,10,294,322,8
VTN,19,11,292,322,8
AGO1,10,2,310,322,8
HERC2,10,2,310,322,8
ANKRD9,9,1,312,322,8
HEPACAM,9,1,312,322,8
HEMK1,9,1,312,322,8
TRNP1,13,5,304,322,8
TRNAU1AP,10,2,310,322,8
FABP9,9,1,312,322,8
FABP7,19,11,292,322,8
VRTN,12,4,306,322,8
TSACC,28,20,274,322,8
VPS72,11,3,308,322,8
AFTPH,10,2,310,322,8
VPS4A,9,1,312,322,8
VPS35,11,3,308,322,8
HIPK2,8,0,314,322,8
AGBL5,12,4,306,322,8
EHBP1,11,3,308,322,8
KATNIP,11,3,308,322,8
KATNA1,8,0,314,322,8
HLA-F,15,7,300,322,8
EHHADH,8,0,314,322,8
EI24,11,3,308,322,8
EYA3,8,0,314,322,8
USP40,11,3,308,322,8
USP36,10,2,310,322,8
USP33,10,2,310,322,8
IGLV5-45,17,9,296,322,8
IL11,12,4,306,322,8
INO80C,11,3,308,322,8
INO80D,8,0,314,322,8
INPP4A,10,2,310,322,8
EMC3,9,1,312,322,8
INPP5E,23,15,284,322,8
IGLV1-51,28,20,274,322,8
UBL5,11,3,308,322,8
ALOX12,15,7,300,322,8
TUBG2,11,3,308,322,8
EPB41L3,14,6,302,322,8
ALKBH1,9,1,312,322,8
INTS11,10,2,310,322,8
INTS8,11,3,308,322,8
TULP3,10,2,310,322,8
IL17B,23,15,284,322,8
TULP4,8,0,314,322,8
TUSC2,10,2,310,322,8
TWF1,10,2,310,322,8
IMPA2,10,2,310,322,8
ALYREF,10,2,310,322,8
UBA1,11,3,308,322,8
TYSND1,8,0,314,322,8
ENOSF1,9,1,312,322,8
EML6,14,6,302,322,8
TXLNA,10,2,310,322,8
IL27,11,3,308,322,8
AMPD3,18,10,294,322,8
EMSY,9,1,312,322,8
TXNL4A,10,2,310,322,8
TXNIP,23,15,284,322,8
UBE2W,10,2,310,322,8
ANAPC5,9,1,312,322,8
USP22,10,2,310,322,8
TTI2,8,0,314,322,8
ELAVL2,11,3,308,322,8
ERFL,13,5,304,322,8
ERGIC1,9,1,312,322,8
ICA1L,8,0,314,322,8
ERGIC3,10,2,310,322,8
UNC45A,9,1,312,322,8
UPF1,10,2,310,322,8
ELOVL1,10,2,310,322,8
ELANE,14,6,302,322,8
UQCR11,12,4,306,322,8
UROD,10,2,310,322,8
USF2,11,3,308,322,8
USHBP1,14,6,302,322,8
EIF6,10,2,310,322,8
UFSP2,16,8,298,322,8
ELF1,11,3,308,322,8
ERCC3,12,4,306,322,8
ERCC2,11,3,308,322,8
IDUA,17,9,296,322,8
UCKL1,12,4,306,322,8
UCK1,9,1,312,322,8
UCHL3,10,2,310,322,8
UBXN7,12,4,306,322,8
ELK4,8,0,314,322,8
ANGPTL6,15,7,300,322,8
ANGPTL3,11,3,308,322,8
IFT20,9,1,312,322,8
ALDOA,13,5,304,322,8
ELMOD3,8,0,314,322,8
IGFBP6,11,3,308,322,8
IGFL1,13,5,304,322,8
KCNMA1,10,2,310,322,8
HDAC1,8,0,314,322,8
GLYATL3,14,6,302,322,8
ACTR2,10,2,310,322,8
ZDHHC5,10,2,310,322,8
ACVR1B,13,5,304,322,8
ZFAT,10,2,310,322,8
TPI1,15,7,300,322,8
GPR179,9,1,312,322,8
KMT2D,10,2,310,322,8
APIP,11,3,308,322,8
GPRC5A,9,1,312,322,8
GPR108,13,5,304,322,8
GPR107,9,1,312,322,8
KPNA4,9,1,312,322,8
ZFP30,12,4,306,322,8
KPNB1,10,2,310,322,8
ZFP36L1,17,9,296,322,8
ZCRB1,10,2,310,322,8
ZCCHC10,11,3,308,322,8
ANO10,12,4,306,322,8
ZBTB20,13,5,304,322,8
TRAP1,10,2,310,322,8
KLHL21,13,5,304,322,8
TRAF4,14,6,302,322,8
FAM32A,9,1,312,322,8
GRIN2A,11,3,308,322,8
AP5M1,11,3,308,322,8
GRID1,10,2,310,322,8
DUT,10,2,310,322,8
ZBTB38,10,2,310,322,8
ZBTB40,9,1,312,322,8
TPST2,12,4,306,322,8
ZBTB6,10,2,310,322,8
DXO,10,2,310,322,8
GRAPL,31,23,268,322,8
ZFP42,11,3,308,322,8
KRBA2,9,1,312,322,8
APLNR,9,1,312,322,8
GNAQ,10,2,310,322,8
GNB5,9,1,312,322,8
LAMA4,16,8,298,322,8
ZNF121,10,2,310,322,8
TNXB,21,13,288,322,8
TNRC6C,9,1,312,322,8
DRP2,9,1,312,322,8
ZNF143,8,0,314,322,8
ZFP91,9,1,312,322,8
LARGE1,9,1,312,322,8
LARP1,11,3,308,322,8
TNNT2,17,9,296,322,8
FBXO2,13,5,304,322,8
ZNF208,26,18,278,322,8
ZNF211,10,2,310,322,8
GNG12,9,1,312,322,8
ZMYM4,10,2,310,322,8
FBRSL1,10,2,310,322,8
ZKSCAN5,8,0,314,322,8
ZIC5,8,0,314,322,8
FAXDC2,20,12,290,322,8
DTNA,16,8,298,322,8
DTNB,9,1,312,322,8
KRTAP9-6,12,4,306,322,8
GOLGA6L10,9,1,312,322,8
KRTAP5-2,10,2,310,322,8
GOLGA6L9,11,3,308,322,8
GOLGA7,9,1,312,322,8
ZFYVE9,10,2,310,322,8
ZFYVE19,13,5,304,322,8
ZFX,10,2,310,322,8
TP53BP2,9,1,312,322,8
DYNLT2B,11,3,308,322,8
TRAPPC1,11,3,308,322,8
KLF10,10,2,310,322,8
H3C10,13,5,304,322,8
H4C6,28,20,274,322,8
ADIPOR1,9,1,312,322,8
KDM4A,10,2,310,322,8
TRIM28,10,2,310,322,8
WDR54,11,3,308,322,8
WDR70,8,0,314,322,8
H3-5,21,13,288,322,8
WRNIP1,9,1,312,322,8
H3-3A,10,2,310,322,8
WIF1,12,4,306,322,8
WNT6,13,5,304,322,8
TRIM23,10,2,310,322,8
H2AZ2,9,1,312,322,8
KHDRBS1,11,3,308,322,8
HAGH,12,4,306,322,8
ADORA3,8,0,314,322,8
EEF1D,12,4,306,322,8
FAM131A,11,3,308,322,8
HAVCR2,9,1,312,322,8
WASL,9,1,312,322,8
KCTD19,41,33,248,322,8
TRIM43B,12,4,306,322,8
FAM120C,11,3,308,322,8
HBS1L,8,0,314,322,8
KCTD15,14,6,302,322,8
HCFC1,10,2,310,322,8
ANP32E,10,2,310,322,8
WASF2,10,2,310,322,8
TRIO,9,1,312,322,8
EFCAB6,11,3,308,322,8
FAM117A,11,3,308,322,8
KHSRP,10,2,310,322,8
KIAA0825,10,2,310,322,8
KLF1,13,5,304,322,8
KIF9,12,4,306,322,8
AP2A2,10,2,310,322,8
KIF5B,10,2,310,322,8
GTF2I,9,1,312,322,8
GTF2H1,9,1,312,322,8
GSX2,9,1,312,322,8
YWHAB,10,2,310,322,8
FAM222B,10,2,310,322,8
KIAA1328,9,1,312,322,8
KIFAP3,11,3,308,322,8
YWHAH,10,2,310,322,8
KIFC3,16,8,298,322,8
FAM229B,14,6,302,322,8
E2F5,12,4,306,322,8
GSK3A,12,4,306,322,8
TRBV9,21,13,288,322,8
KIF3C,10,2,310,322,8
ADAMTSL5,10,2,310,322,8
ADAP2,20,12,290,322,8
KIF21B,12,4,306,322,8
YIPF3,10,2,310,322,8
KIF1B,9,1,312,322,8
ADCK1,13,5,304,322,8
YIPF2,12,4,306,322,8
YIF1B,11,3,308,322,8
FAM199X,9,1,312,322,8
ECM1,12,4,306,322,8
YBX1,10,2,310,322,8
ADCY5,14,6,302,322,8
FAM186B,16,8,298,322,8
H2AB2,38,30,254,322,8
XRCC6,10,2,310,322,8
CCDC197,10,2,310,322,8
DDIT4L,11,3,308,322,8
PCDH8,8,0,314,322,8
PDE1B,11,3,308,322,8
SMC1A,10,2,310,322,8
SMARCE1,9,1,312,322,8
SMARCC2,11,3,308,322,8
SMARCA5,8,0,314,322,8
SMAD9,12,4,306,322,8
SMAD5,12,4,306,322,8
PCNX4,12,4,306,322,8
C11orf49,10,2,310,322,8
SLMAP,9,1,312,322,8
SLIT2,12,4,306,322,8
CMPK1,10,2,310,322,8
SLC7A7,10,2,310,322,8
SH3GL1,9,1,312,322,8
SLC6A16,22,14,286,322,8
PDP1,12,4,306,322,8
PDPK1,9,1,312,322,8
SLC47A1,10,2,310,322,8
CLPB,10,2,310,322,8
PDZD9,18,10,294,322,8
CLN3,9,1,312,322,8
PEF1,9,1,312,322,8
SLC41A3,11,3,308,322,8
PELI1,10,2,310,322,8
CLIC4,9,1,312,322,8
PCDHB2,20,12,290,322,8
CNN1,20,12,290,322,8
PCBD1,13,5,304,322,8
CNOT3,12,4,306,322,8
COL12A1,10,2,310,322,8
BTF3,10,2,310,322,8
BTG1,9,1,312,322,8
COG6,14,6,302,322,8
PACS1,15,7,300,322,8
SMIM28,11,3,308,322,8
COASY,9,1,312,322,8
PAF1,10,2,310,322,8
PAFAH1B2,9,1,312,322,8
PAGE2B,29,21,272,322,8
PAICS,9,1,312,322,8
PAK2,10,2,310,322,8
BTN2A2,14,6,302,322,8
PAK4,9,1,312,322,8
PAM16,16,8,298,322,8
CNTNAP1,8,0,314,322,8
PANK3,9,1,312,322,8
PAPSS1,10,2,310,322,8
SMG8,9,1,312,322,8
PARD3B,9,1,312,322,8
SMCO1,9,1,312,322,8
PBRM1,10,2,310,322,8
CNOT6,8,0,314,322,8
PEX5,12,4,306,322,8
SLC38A3,22,14,286,322,8
PFDN6,10,2,310,322,8
CKS1B,9,1,312,322,8
C1orf146,17,9,296,322,8
PIP5K1C,9,1,312,322,8
PJA2,10,2,310,322,8
SLC15A2,11,3,308,322,8
PKDCC,13,5,304,322,8
PKIA,11,3,308,322,8
PLA2G2A,15,7,300,322,8
CIB3,28,20,274,322,8
SKIDA1,8,0,314,322,8
PLCB1,16,8,298,322,8
SIRT7,11,3,308,322,8
PLCH2,11,3,308,322,8
SIRT3,11,3,308,322,8
SIPA1L3,12,4,306,322,8
SIM1,8,0,314,322,8
SIK3,10,2,310,322,8
SIGLEC10,9,1,312,322,8
SHQ1,13,5,304,322,8
C2CD3,9,1,312,322,8
C2CD6,9,1,312,322,8
SHBG,26,18,278,322,8
SHB,8,0,314,322,8
PLXNA1,9,1,312,322,8
PIM3,12,4,306,322,8
C1orf122,10,2,310,322,8
PFKFB4,14,6,302,322,8
PIGS,10,2,310,322,8
SLC35C2,10,2,310,322,8
PGAP1,10,2,310,322,8
SLC35B3,12,4,306,322,8
SLC28A1,10,2,310,322,8
SLC27A1,11,3,308,322,8
PGRMC1,10,2,310,322,8
SLC25A52,22,14,286,322,8
PHF10,9,1,312,322,8
PHF12,12,4,306,322,8
SLC25A44,9,1,312,322,8
PHF21B,12,4,306,322,8
PHF8,11,3,308,322,8
SLC25A39,9,1,312,322,8
CLDN20,15,7,300,322,8
PHLDB1,10,2,310,322,8
PHOX2B,10,2,310,322,8
SLC25A3,10,2,310,322,8
SLC25A29,13,5,304,322,8
C1orf100,13,5,304,322,8
PIAS1,9,1,312,322,8
PICALM,12,4,306,322,8
PIFO,12,4,306,322,8
PIGQ,10,2,310,322,8
P2RY11,13,5,304,322,8
BTBD6,9,1,312,322,8
BTBD3,12,4,306,322,8
CSF1,12,4,306,322,8
NKX1-2,8,0,314,322,8
NKX2-8,9,1,312,322,8
SRP9,13,5,304,322,8
NKX6-1,9,1,312,322,8
SRGAP3,8,0,314,322,8
SRGAP2B,9,1,312,322,8
SRGAP1,8,0,314,322,8
SREBF2,9,1,312,322,8
SRCIN1,12,4,306,322,8
SQSTM1,15,7,300,322,8
BET1L,11,3,308,322,8
CRTC3,9,1,312,322,8
BEX3,11,3,308,322,8
NOMO2,11,3,308,322,8
CRNKL1,9,1,312,322,8
SPPL3,10,2,310,322,8
NPIPB2,12,4,306,322,8
SPINK6,18,10,294,322,8
CREBBP,12,4,306,322,8
NPY1R,21,13,288,322,8
NR0B1,11,3,308,322,8
CRAT,19,11,292,322,8
SPEM3,13,5,304,322,8
NKIRAS1,8,0,314,322,8
NKAIN4,22,14,286,322,8
SPECC1,9,1,312,322,8
NID2,10,2,310,322,8
NEDD8,10,2,310,322,8
NEDD9,12,4,306,322,8
BCAP31,10,2,310,322,8
BCAR1,12,4,306,322,8
NEK11,9,1,312,322,8
BCAS1,9,1,312,322,8
BCAS3,15,7,300,322,8
NEMP1,8,0,314,322,8
NEO1,8,0,314,322,8
NEURL4,10,2,310,322,8
ST7,9,1,312,322,8
NF1,9,1,312,322,8
SSU72,10,2,310,322,8
SST,14,6,302,322,8
SSRP1,10,2,310,322,8
CSNK2A2,9,1,312,322,8
SSBP3,9,1,312,322,8
SSB,9,1,312,322,8
NFILZ,11,3,308,322,8
CSNK1D,10,2,310,322,8
CSNK1A1,9,1,312,322,8
SRSF12,9,1,312,322,8
SRSF11,10,2,310,322,8
NR2C2,12,4,306,322,8
CR1L,9,1,312,322,8
SMN2,15,7,300,322,8
SOD3,18,10,294,322,8
ODF2,10,2,310,322,8
CORO1B,11,3,308,322,8
ODF3L1,16,8,298,322,8
CORIN,13,5,304,322,8
BRD2,10,2,310,322,8
SNX21,12,4,306,322,8
BRF2,13,5,304,322,8
COPS5,10,2,310,322,8
COPS3,13,5,304,322,8
OR13C9,11,3,308,322,8
SNRPE,10,2,310,322,8
COMMD5,12,4,306,322,8
OR52B6,9,1,312,322,8
BRK1,9,1,312,322,8
BRME1,22,14,286,322,8
OR6K3,10,2,310,322,8
OSBPL8,11,3,308,322,8
BRWD1,10,2,310,322,8
OSTM1,9,1,312,322,8
BSDC1,9,1,312,322,8
OTUD7B,9,1,312,322,8
SMPDL3B,9,1,312,322,8
SMNDC1,8,0,314,322,8
SNX6,9,1,312,322,8
NXN,9,1,312,322,8
SPDEF,12,4,306,322,8
NXF2,10,2,310,322,8
CPSF7,11,3,308,322,8
NRXN3,9,1,312,322,8
SPATA9,17,9,296,322,8
SPATA5L1,16,8,298,322,8
NTAN1,12,4,306,322,8
NTMT1,10,2,310,322,8
NTN1,11,3,308,322,8
SPATA24,14,6,302,322,8
CPNE1,12,4,306,322,8
SPAST,8,0,314,322,8
BNC1,9,1,312,322,8
SPARC,17,9,296,322,8
BOD1,11,3,308,322,8
CPLX1,12,4,306,322,8
CPLANE2,21,13,288,322,8
NUDCD3,9,1,312,322,8
SPACA7,17,9,296,322,8
NUDT11,9,1,312,322,8
SP1,9,1,312,322,8
NUMA1,12,4,306,322,8
NUMB,10,2,310,322,8
COX6A1,11,3,308,322,8
NXF1,12,4,306,322,8
C2orf76,14,6,302,322,8
PMF1,12,4,306,322,8
NECAB3,16,8,298,322,8
RAD54L,9,1,312,322,8
RUSC2,11,3,308,322,8
CASK,11,3,308,322,8
CD99L2,10,2,310,322,8
RAB5C,11,3,308,322,8
RABEP1,10,2,310,322,8
CAST,8,0,314,322,8
CASTOR2,9,1,312,322,8
RSPH9,16,8,298,322,8
CATSPER2,14,6,302,322,8
RACK1,13,5,304,322,8
RAD21,10,2,310,322,8
RAD54L2,9,1,312,322,8
PNP,11,3,308,322,8
CAV2,10,2,310,322,8
RRP36,11,3,308,322,8
CAVIN4,10,2,310,322,8
RAI2,11,3,308,322,8
RANBP3,12,4,306,322,8
RANBP9,9,1,312,322,8
RAP1B,12,4,306,322,8
CBLB,13,5,304,322,8
CD2BP2,10,2,310,322,8
RAPGEF2,10,2,310,322,8
RARA,11,3,308,322,8
RAB11FIP1,9,1,312,322,8
RAB11A,9,1,312,322,8
QTRT1,14,6,302,322,8
CDC42BPA,9,1,312,322,8
SAMD3,13,5,304,322,8
CAPN2,11,3,308,322,8
CDIPT,9,1,312,322,8
PTPN14,8,0,314,322,8
CDHR5,16,8,298,322,8
PTPN20,14,6,302,322,8
CAPN3,11,3,308,322,8
CDHR1,13,5,304,322,8
PTPN23,11,3,308,322,8
PTPRG,8,0,314,322,8
CDH26,12,4,306,322,8
PUM2,10,2,310,322,8
SAA1,24,16,282,322,8
PWWP3B,8,0,314,322,8
CDCA5,10,2,310,322,8
PYDC1,14,6,302,322,8
CARD18,11,3,308,322,8
S100G,15,7,300,322,8
QPCT,14,6,302,322,8
S100A11,10,2,310,322,8
RYR1,22,14,286,322,8
QSER1,9,1,312,322,8
RUVBL2,13,5,304,322,8
RASA4B,11,3,308,322,8
RASGRF2,11,3,308,322,8
RPS8,11,3,308,322,8
RPL6,9,1,312,322,8
RGMB,9,1,312,322,8
RPL4,12,4,306,322,8
RPL26L1,12,4,306,322,8
RHOC,11,3,308,322,8
RIC8B,10,2,310,322,8
RIIAD1,18,10,294,322,8
RIMBP3B,35,27,260,322,8
RIMKLA,10,2,310,322,8
CCDC88B,11,3,308,322,8
CCDC88A,12,4,306,322,8
RIT1,10,2,310,322,8
RLF,8,0,314,322,8
RMND5A,9,1,312,322,8
RPL11,11,3,308,322,8
CCDC74B,19,11,292,322,8
RPAP1,9,1,312,322,8
RNF13,8,0,314,322,8
ROCK1,8,0,314,322,8
ROBO2,12,4,306,322,8
RNF187,9,1,312,322,8
RNF19A,9,1,312,322,8
CCDC38,12,4,306,322,8
CCDC33,13,5,304,322,8
RPL5,10,2,310,322,8
RFTN1,12,4,306,322,8
RAX2,13,5,304,322,8
RPL8,13,5,304,322,8
RPS27A,11,3,308,322,8
RPS26,10,2,310,322,8
CBX1,9,1,312,322,8
CD164,10,2,310,322,8
CBX3,9,1,312,322,8
RPS2,13,5,304,322,8
CBX8,10,2,310,322,8
CCT8,10,2,310,322,8
CCT6A,10,2,310,322,8
RPS15A,11,3,308,322,8
RPS15,12,4,306,322,8
CCSAP,11,3,308,322,8
CC2D2B,29,21,272,322,8
RBP1,11,3,308,322,8
RBPJ,10,2,310,322,8
CCNYL1,8,0,314,322,8
RC3H2,9,1,312,322,8
RPS12,12,4,306,322,8
RCOR2,12,4,306,322,8
RECQL,9,1,312,322,8
CCNI,10,2,310,322,8
CCND3,12,4,306,322,8
CCDC115,9,1,312,322,8
SAMD4B,19,11,292,322,8
CDK13,9,1,312,322,8
PTMS,12,4,306,322,8
PPP1CA,12,4,306,322,8
PPP1CC,9,1,312,322,8
PPP1R13L,16,8,298,322,8
CFAP52,32,24,266,322,8
SEPTIN3,10,2,310,322,8
C9orf40,9,1,312,322,8
SEPTIN11,10,2,310,322,8
PPP1R37,12,4,306,322,8
C9orf64,8,0,314,322,8
SEMA6D,26,18,278,322,8
CFAP126,19,11,292,322,8
SEMA6A,19,11,292,322,8
CA12,10,2,310,322,8
SEM1,11,3,308,322,8
PPP2R2A,9,1,312,322,8
SELENOT,9,1,312,322,8
SELENOP,16,8,298,322,8
CERS6,9,1,312,322,8
CERS3,16,8,298,322,8
SELENOK,9,1,312,322,8
CEP95,11,3,308,322,8
PPP6R2,10,2,310,322,8
PPP6R3,10,2,310,322,8
SEL1L,12,4,306,322,8
SERPINA7,8,0,314,322,8
SERPINE2,11,3,308,322,8
SEC61B,11,3,308,322,8
PPM1J,13,5,304,322,8
PNPLA8,10,2,310,322,8
PODNL1,16,8,298,322,8
CHID1,11,3,308,322,8
CHIC2,13,5,304,322,8
CHIA,9,1,312,322,8
POLDIP2,10,2,310,322,8
CHGA,12,4,306,322,8
POLR2B,10,2,310,322,8
SGF29,13,5,304,322,8
POM121C,11,3,308,322,8
CHD5,13,5,304,322,8
CHD2,10,2,310,322,8
SFXN3,8,0,314,322,8
CHCHD3,9,1,312,322,8
PORCN,10,2,310,322,8
PPAT,10,2,310,322,8
SEZ6L,10,2,310,322,8
C5orf24,8,0,314,322,8
SEZ6,17,9,296,322,8
SETD2,8,0,314,322,8
CFL2,12,4,306,322,8
PPIE,9,1,312,322,8
CFD,14,6,302,322,8
PRAME,11,3,308,322,8
PRDM2,9,1,312,322,8
PTK2,10,2,310,322,8
CEBPZOS,11,3,308,322,8
CALHM3,11,3,308,322,8
CEACAM6,13,5,304,322,8
SCGB3A1,19,11,292,322,8
PSENEN,14,6,302,322,8
PSG2,15,7,300,322,8
PSMA4,10,2,310,322,8
PSMB11,8,0,314,322,8
PSMB4,11,3,308,322,8
PSMC1,9,1,312,322,8
PSMC3IP,12,4,306,322,8
PSMD2,9,1,312,322,8
SCAMP3,10,2,310,322,8
SCAF11,11,3,308,322,8
CDKN2AIPNL,9,1,312,322,8
SART1,10,2,310,322,8
CDK9,8,0,314,322,8
PTCRA,14,6,302,322,8
PTDSS2,12,4,306,322,8
PTEN,9,1,312,322,8
CAMTA1,13,5,304,322,8
CAP1,9,1,312,322,8
SAP30BP,9,1,312,322,8
CAPN1,10,2,310,322,8
CEBPE,11,3,308,322,8
CELA1,14,6,302,322,8
PRDX6,10,2,310,322,8
PRR5L,16,8,298,322,8
PRELID3B,10,2,310,322,8
PREPL,10,2,310,322,8
SEC23B,12,4,306,322,8
CACNA1C,14,6,302,322,8
SEC16A,10,2,310,322,8
PRKACA,9,1,312,322,8
CACNA2D2,9,1,312,322,8
CENPX,11,3,308,322,8
SDK2,10,2,310,322,8
PRMT1,13,5,304,322,8
CENPS-CORT,27,19,276,322,8
PRMT5,12,4,306,322,8
PRNP,11,3,308,322,8
SDHAF2,11,3,308,322,8
PRORP,10,2,310,322,8
PRPF40B,13,5,304,322,8
PRPH2,12,4,306,322,8
CACTIN,10,2,310,322,8
CACUL1,8,0,314,322,8
CELSR3,9,1,312,322,8
CELSR2,8,0,314,322,8
PRR3,12,4,306,322,8
CALB2,16,8,298,322,8
STAR,11,3,308,322,8
MKRN3,10,2,310,322,8
NDUFS8,11,3,308,322,8
SZT2,9,1,312,322,8
SYNGR1,14,6,302,322,8
SYNJ1,11,3,308,322,8
SYPL2,8,0,314,322,8
SYT5,12,4,306,322,8
CYP2F1,19,11,292,322,8
DERL1,8,0,314,322,8
ATXN2L,9,1,312,322,8
ATXN2,9,1,312,322,8
MCM3AP,9,1,312,322,8
MCM4,11,3,308,322,8
MCM7,11,3,308,322,8
ATRX,10,2,310,322,8
TEX261,8,0,314,322,8
ASXL1,12,4,306,322,8
DENND1A,10,2,310,322,8
TFF2,13,5,304,322,8
MDH2,10,2,310,322,8
MDM2,12,4,306,322,8
TET3,10,2,310,322,8
MED10,10,2,310,322,8
TAB2,10,2,310,322,8
ATAD2B,8,0,314,322,8
MTCL1,11,3,308,322,8
MED15,10,2,310,322,8
MTARC2,11,3,308,322,8
MTA3,10,2,310,322,8
MTA1,10,2,310,322,8
MED25,12,4,306,322,8
TACC3,9,1,312,322,8
ATAD3B,9,1,312,322,8
SYNE2,10,2,310,322,8
CYP26A1,12,4,306,322,8
NACA,11,3,308,322,8
MYL6B,11,3,308,322,8
TIA1,13,5,304,322,8
DHX9,9,1,312,322,8
N4BP2L2,8,0,314,322,8
ASAH1,12,4,306,322,8
THUMPD1,9,1,312,322,8
THTPA,15,7,300,322,8
STXBP2,11,3,308,322,8
DHX30,9,1,312,322,8
STYXL2,9,1,312,322,8
MAP3K5,8,0,314,322,8
MAP4,10,2,310,322,8
MYPN,11,3,308,322,8
THRA,9,1,312,322,8
SUMO2,9,1,312,322,8
MAPRE1,10,2,310,322,8
ASF1B,11,3,308,322,8
MYL5,15,7,300,322,8
MAPT,15,7,300,322,8
DGUOK,12,4,306,322,8
MYL1,12,4,306,322,8
MYH14,10,2,310,322,8
MYH10,10,2,310,322,8
CYGB,20,12,290,322,8
MARCKS,9,1,312,322,8
MARK4,10,2,310,322,8
MXD4,9,1,312,322,8
TGM1,16,8,298,322,8
MAST2,10,2,310,322,8
AZIN2,11,3,308,322,8
DGAT1,10,2,310,322,8
ATP9B,12,4,306,322,8
MT1F,29,21,272,322,8
CYSLTR1,12,4,306,322,8
MPI,10,2,310,322,8
MIDEAS,9,1,312,322,8
ATP5PO,11,3,308,322,8
MRGPRG,8,0,314,322,8
MIGA2,10,2,310,322,8
MRFAP1,11,3,308,322,8
ATMIN,9,1,312,322,8
ATP5MG,10,2,310,322,8
MIPOL1,11,3,308,322,8
MPZL1,12,4,306,322,8
TCEA1,12,4,306,322,8
TATDN2,9,1,312,322,8
TBX21,9,1,312,322,8
MLLT6,9,1,312,322,8
DCAF7,9,1,312,322,8
ATP13A2,11,3,308,322,8
MEFV,10,2,310,322,8
MLXIPL,12,4,306,322,8
TBC1D5,11,3,308,322,8
