Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	HN-score(HN5)	organism	start1 (bp)	end1 (bp)	GOSlim GOA Accession(s)	GOSlim GOA Description
Os03g0701100	R_3	28138905	28141758	103	rice	28138905	28141758	GO:0005634	nucleus
Os03g0701100	R_3	28138905	28141758	103	rice	28138905	28141758	GO:0016043	cellular component organization
Os03g0276700	R_3	9375984	9377688	99	rice	9375984	9377688	GO:0003674	molecular_function
Os03g0276700	R_3	9375984	9377688	99	rice	9375984	9377688	GO:0005198	structural molecule activity
Os03g0276700	R_3	9375984	9377688	99	rice	9375984	9377688	GO:0005575	cellular_component
Os03g0276700	R_3	9375984	9377688	99	rice	9375984	9377688	GO:0005622	intracellular anatomical structure
Os03g0276700	R_3	9375984	9377688	99	rice	9375984	9377688	GO:0005737	cytoplasm
Os03g0276700	R_3	9375984	9377688	99	rice	9375984	9377688	GO:0005739	mitochondrion
Os03g0276700	R_3	9375984	9377688	99	rice	9375984	9377688	GO:0008150	biological_process
Os03g0276700	R_3	9375984	9377688	99	rice	9375984	9377688	GO:0009987	cellular process
Os03g0276700	R_3	9375984	9377688	99	rice	9375984	9377688	GO:0008152	metabolic process
Os03g0276700	R_3	9375984	9377688	99	rice	9375984	9377688	GO:0009058	biosynthetic process
Os03g0276700	R_3	9375984	9377688	99	rice	9375984	9377688	GO:0019538	protein metabolic process
Os03g0276700	R_3	9375984	9377688	99	rice	9375984	9377688	GO:0006412	translation
Os02g0546600	R_2	20490867	20491976	99	rice	20490867	20491976	GO:0003674	molecular_function
Os02g0546600	R_2	20490867	20491976	99	rice	20490867	20491976	GO:0005488	binding
Os02g0546600	R_2	20490867	20491976	99	rice	20490867	20491976	GO:0003676	nucleic acid binding
Os02g0546600	R_2	20490867	20491976	99	rice	20490867	20491976	GO:0003677	DNA binding
Os02g0546600	R_2	20490867	20491976	99	rice	20490867	20491976	GO:0005575	cellular_component
Os02g0546600	R_2	20490867	20491976	99	rice	20490867	20491976	GO:0005622	intracellular anatomical structure
Os02g0546600	R_2	20490867	20491976	99	rice	20490867	20491976	GO:0005634	nucleus
Os02g0546600	R_2	20490867	20491976	99	rice	20490867	20491976	GO:0008150	biological_process
Os02g0546600	R_2	20490867	20491976	99	rice	20490867	20491976	GO:0009987	cellular process
Os02g0546600	R_2	20490867	20491976	99	rice	20490867	20491976	GO:0008152	metabolic process
Os02g0546600	R_2	20490867	20491976	99	rice	20490867	20491976	GO:0009058	biosynthetic process
Os02g0546600	R_2	20490867	20491976	99	rice	20490867	20491976	GO:0006139	nucleobase-containing compound metabolic process
Os02g0546600	R_2	20490867	20491976	99	rice	20490867	20491976	GO:0003700	DNA-binding transcription factor activity
Os02g0546600	R_2	20490867	20491976	99	rice	20490867	20491976	GO:0140110	transcription regulator activity
Os02g0546600	R_2	20490867	20491976	99	rice	20490867	20491976	GO:0007154	cell communication
Os02g0546600	R_2	20490867	20491976	99	rice	20490867	20491976	GO:0007165	signal transduction
Os02g0546600	R_2	20490867	20491976	99	rice	20490867	20491976	GO:0042221	response to chemical
Os02g0546600	R_2	20490867	20491976	99	rice	20490867	20491976	GO:0009719	response to endogenous stimulus
Os12g0437800	R_12	14411366	14412019	99	rice	14411366	14412019	GO:0008150	biological_process
Os12g0437800	R_12	14411366	14412019	99	rice	14411366	14412019	GO:0006950	response to stress
Os12g0437800	R_12	14411366	14412019	99	rice	14411366	14412019	GO:0003674	molecular_function
Os12g0437800	R_12	14411366	14412019	99	rice	14411366	14412019	GO:0030234	enzyme regulator activity
Os12g0437800	R_12	14411366	14412019	99	rice	14411366	14412019	GO:0008152	metabolic process
Os12g0437800	R_12	14411366	14412019	99	rice	14411366	14412019	GO:0019538	protein metabolic process
Os12g0437800	R_12	14411366	14412019	99	rice	14411366	14412019	GO:0065009	regulation of molecular function
Os01g0585100	R_1	22742545	22747123	98	rice	22742545	22747123	GO:0003674	molecular_function
Os01g0585100	R_1	22742545	22747123	98	rice	22742545	22747123	GO:0003824	catalytic activity
Os01g0585100	R_1	22742545	22747123	98	rice	22742545	22747123	GO:0016740	transferase activity
Os01g0585100	R_1	22742545	22747123	98	rice	22742545	22747123	GO:0008150	biological_process
Os01g0585100	R_1	22742545	22747123	98	rice	22742545	22747123	GO:0009987	cellular process
Os01g0585100	R_1	22742545	22747123	98	rice	22742545	22747123	GO:0008152	metabolic process
Os01g0585100	R_1	22742545	22747123	98	rice	22742545	22747123	GO:0009058	biosynthetic process
Os01g0585100	R_1	22742545	22747123	98	rice	22742545	22747123	GO:0006629	lipid metabolic process
Os01g0585100	R_1	22742545	22747123	98	rice	22742545	22747123	GO:0005575	cellular_component
Os01g0585100	R_1	22742545	22747123	98	rice	22742545	22747123	GO:0016020	membrane
Os07g0147550	R_7	2456969	2458136	98	rice	2456969	2458136	GO:0005575	cellular_component
Os07g0147550	R_7	2456969	2458136	98	rice	2456969	2458136	GO:0005622	intracellular anatomical structure
Os07g0147550	R_7	2456969	2458136	98	rice	2456969	2458136	GO:0016020	membrane
Os07g0147550	R_7	2456969	2458136	98	rice	2456969	2458136	GO:0009579	thylakoid
Os07g0147550	R_7	2456969	2458136	98	rice	2456969	2458136	GO:0008150	biological_process
Os07g0147550	R_7	2456969	2458136	98	rice	2456969	2458136	GO:0009987	cellular process
Os07g0147550	R_7	2456969	2458136	98	rice	2456969	2458136	GO:0008152	metabolic process
Os07g0147550	R_7	2456969	2458136	98	rice	2456969	2458136	GO:0015979	photosynthesis
Os07g0147550	R_7	2456969	2458136	98	rice	2456969	2458136	GO:0005737	cytoplasm
Os07g0147550	R_7	2456969	2458136	98	rice	2456969	2458136	GO:0009507	chloroplast
Os07g0147550	R_7	2456969	2458136	98	rice	2456969	2458136	GO:0009536	plastid
Os02g0758000	R_2	31920854	31922068	98	rice	31920854	31922068	GO:0008150	biological_process
Os02g0758000	R_2	31920854	31922068	98	rice	31920854	31922068	GO:0006950	response to stress
Os02g0758000	R_2	31920854	31922068	98	rice	31920854	31922068	GO:0009628	response to abiotic stimulus
Os02g0758000	R_2	31920854	31922068	98	rice	31920854	31922068	GO:0005575	cellular_component
Os02g0758000	R_2	31920854	31922068	98	rice	31920854	31922068	GO:0005622	intracellular anatomical structure
Os02g0758000	R_2	31920854	31922068	98	rice	31920854	31922068	GO:0005737	cytoplasm
Os02g0758000	R_2	31920854	31922068	98	rice	31920854	31922068	GO:0005739	mitochondrion
Os06g0682900	R_6	28463798	28466237	97	rice	28463798	28466237	GO:0003674	molecular_function
Os06g0682900	R_6	28463798	28466237	97	rice	28463798	28466237	GO:0003824	catalytic activity
Os06g0682900	R_6	28463798	28466237	97	rice	28463798	28466237	GO:0008150	biological_process
Os06g0682900	R_6	28463798	28466237	97	rice	28463798	28466237	GO:0006950	response to stress
Os06g0682900	R_6	28463798	28466237	97	rice	28463798	28466237	GO:0009628	response to abiotic stimulus
Os06g0682900	R_6	28463798	28466237	97	rice	28463798	28466237	GO:0008152	metabolic process
Os03g0750100	R_3	30904264	30909752	92	rice	30904264	30909752	GO:0005575	cellular_component
Os03g0750100	R_3	30904264	30909752	92	rice	30904264	30909752	GO:0005622	intracellular anatomical structure
Os03g0750100	R_3	30904264	30909752	92	rice	30904264	30909752	GO:0005634	nucleus
Os03g0750100	R_3	30904264	30909752	92	rice	30904264	30909752	GO:0008150	biological_process
Os03g0750100	R_3	30904264	30909752	92	rice	30904264	30909752	GO:0009987	cellular process
Os03g0750100	R_3	30904264	30909752	92	rice	30904264	30909752	GO:0003674	molecular_function
Os03g0750100	R_3	30904264	30909752	92	rice	30904264	30909752	GO:0005515	protein binding
Os03g0750100	R_3	30904264	30909752	92	rice	30904264	30909752	GO:0005488	binding
Os03g0230300	R_3	6895178	6898355	92	rice	6895178	6898355	GO:0003674	molecular_function
Os03g0230300	R_3	6895178	6898355	92	rice	6895178	6898355	GO:0003824	catalytic activity
Os03g0230300	R_3	6895178	6898355	92	rice	6895178	6898355	GO:0016740	transferase activity
Os06g0110200	R_6	593577	594130	90	rice	593577	594130	GO:0008150	biological_process
Os06g0110200	R_6	593577	594130	90	rice	593577	594130	GO:0000003	reproduction
Os06g0110200	R_6	593577	594130	90	rice	593577	594130	GO:0048856	anatomical structure development
Os06g0110200	R_6	593577	594130	90	rice	593577	594130	GO:0007275	multicellular organism development
Os06g0110200	R_6	593577	594130	90	rice	593577	594130	GO:0009791	post-embryonic development
Os06g0110200	R_6	593577	594130	90	rice	593577	594130	GO:0009790	embryo development
Os01g0860601	R_1	37241157	37242066	90	rice	37241157	37242066	GO:0003674	molecular_function
Os01g0860601	R_1	37241157	37242066	90	rice	37241157	37242066	GO:0005488	binding
Os01g0860601	R_1	37241157	37242066	90	rice	37241157	37242066	GO:0003824	catalytic activity
Os01g0860601	R_1	37241157	37242066	90	rice	37241157	37242066	GO:0008150	biological_process
Os01g0860601	R_1	37241157	37242066	90	rice	37241157	37242066	GO:0009987	cellular process
Os01g0860601	R_1	37241157	37242066	90	rice	37241157	37242066	GO:0008152	metabolic process
Os01g0860601	R_1	37241157	37242066	90	rice	37241157	37242066	GO:0006091	generation of precursor metabolites and energy
Os01g0860601	R_1	37241157	37242066	90	rice	37241157	37242066	GO:0005575	cellular_component
Os01g0860601	R_1	37241157	37242066	90	rice	37241157	37242066	GO:0005622	intracellular anatomical structure
Os01g0860601	R_1	37241157	37242066	90	rice	37241157	37242066	GO:0005737	cytoplasm
Os01g0860601	R_1	37241157	37242066	90	rice	37241157	37242066	GO:0009507	chloroplast
Os01g0860601	R_1	37241157	37242066	90	rice	37241157	37242066	GO:0009536	plastid
Os09g0115900	R_9	1255785	1257020	90	rice	1255785	1257020	GO:0003674	molecular_function
Os09g0115900	R_9	1255785	1257020	90	rice	1255785	1257020	GO:0005488	binding
Os09g0115900	R_9	1255785	1257020	90	rice	1255785	1257020	GO:0003676	nucleic acid binding
Os09g0115900	R_9	1255785	1257020	90	rice	1255785	1257020	GO:0003677	DNA binding
Os09g0115900	R_9	1255785	1257020	90	rice	1255785	1257020	GO:0008150	biological_process
Os09g0115900	R_9	1255785	1257020	90	rice	1255785	1257020	GO:0009987	cellular process
Os09g0115900	R_9	1255785	1257020	90	rice	1255785	1257020	GO:0008152	metabolic process
Os09g0115900	R_9	1255785	1257020	90	rice	1255785	1257020	GO:0009058	biosynthetic process
Os09g0115900	R_9	1255785	1257020	90	rice	1255785	1257020	GO:0006139	nucleobase-containing compound metabolic process
Os01g0124000	R_1	1341368	1342277	88	rice	1341368	1342277	GO:0005575	cellular_component
Os01g0124000	R_1	1341368	1342277	88	rice	1341368	1342277	GO:0005576	extracellular region
Os01g0124000	R_1	1341368	1342277	88	rice	1341368	1342277	GO:0003674	molecular_function
Os01g0124000	R_1	1341368	1342277	88	rice	1341368	1342277	GO:0030234	enzyme regulator activity
Os01g0124000	R_1	1341368	1342277	88	rice	1341368	1342277	GO:0008150	biological_process
Os01g0124000	R_1	1341368	1342277	88	rice	1341368	1342277	GO:0008152	metabolic process
Os01g0124000	R_1	1341368	1342277	88	rice	1341368	1342277	GO:0019538	protein metabolic process
Os01g0124000	R_1	1341368	1342277	88	rice	1341368	1342277	GO:0065009	regulation of molecular function
Os01g0606900	R_1	23911517	23913239	87	rice	23911517	23913239	GO:0005575	cellular_component
Os01g0606900	R_1	23911517	23913239	87	rice	23911517	23913239	GO:0005622	intracellular anatomical structure
Os01g0606900	R_1	23911517	23913239	87	rice	23911517	23913239	GO:0005634	nucleus
Os01g0606900	R_1	23911517	23913239	87	rice	23911517	23913239	GO:0005737	cytoplasm
Os01g0606900	R_1	23911517	23913239	87	rice	23911517	23913239	GO:0005783	endoplasmic reticulum
Os03g0156600	R_3	3046791	3047782	87	rice	3046791	3047782	GO:0006810	transport
Os03g0156600	R_3	3046791	3047782	87	rice	3046791	3047782	GO:0008150	biological_process
Os03g0156600	R_3	3046791	3047782	87	rice	3046791	3047782	GO:0003674	molecular_function
Os03g0156600	R_3	3046791	3047782	87	rice	3046791	3047782	GO:0005488	binding
Os03g0426900	R_3	17832202	17839082	86	rice	17832202	17839082	GO:0008150	biological_process
Os03g0426900	R_3	17832202	17839082	86	rice	17832202	17839082	GO:0008152	metabolic process
Os03g0426900	R_3	17832202	17839082	86	rice	17832202	17839082	GO:0019538	protein metabolic process
Os03g0426900	R_3	17832202	17839082	86	rice	17832202	17839082	GO:0009987	cellular process
Os03g0426900	R_3	17832202	17839082	86	rice	17832202	17839082	GO:0006950	response to stress
Os03g0426900	R_3	17832202	17839082	86	rice	17832202	17839082	GO:0009628	response to abiotic stimulus
Os03g0426900	R_3	17832202	17839082	86	rice	17832202	17839082	GO:0003674	molecular_function
Os03g0426900	R_3	17832202	17839082	86	rice	17832202	17839082	GO:0005488	binding
Os03g0426900	R_3	17832202	17839082	86	rice	17832202	17839082	GO:0000166	nucleotide binding
Os03g0426900	R_3	17832202	17839082	86	rice	17832202	17839082	GO:0016043	cellular component organization
Os03g0426900	R_3	17832202	17839082	86	rice	17832202	17839082	GO:0005575	cellular_component
Os03g0426900	R_3	17832202	17839082	86	rice	17832202	17839082	GO:0005622	intracellular anatomical structure
Os03g0426900	R_3	17832202	17839082	86	rice	17832202	17839082	GO:0005737	cytoplasm
Os03g0426900	R_3	17832202	17839082	86	rice	17832202	17839082	GO:0009507	chloroplast
Os03g0426900	R_3	17832202	17839082	86	rice	17832202	17839082	GO:0009536	plastid
Os03g0426900	R_3	17832202	17839082	86	rice	17832202	17839082	GO:0003824	catalytic activity
Os03g0426900	R_3	17832202	17839082	86	rice	17832202	17839082	GO:0016787	hydrolase activity
Os01g0644200	R_1	25931149	25931730	85	rice	25931149	25931730	GO:0005575	cellular_component
Os01g0644200	R_1	25931149	25931730	85	rice	25931149	25931730	GO:0016020	membrane
Os03g0417700	R_3	17340417	17342284	85	rice	17340417	17342284	GO:0003674	molecular_function
Os03g0417700	R_3	17340417	17342284	85	rice	17340417	17342284	GO:0003824	catalytic activity
Os03g0417700	R_3	17340417	17342284	85	rice	17340417	17342284	GO:0005575	cellular_component
Os03g0417700	R_3	17340417	17342284	85	rice	17340417	17342284	GO:0016020	membrane
Os03g0417700	R_3	17340417	17342284	85	rice	17340417	17342284	GO:0005488	binding
Os05g0494600	R_5	24291732	24292848	81	rice	24291732	24292848	GO:0003674	molecular_function
Os05g0494600	R_5	24291732	24292848	81	rice	24291732	24292848	GO:0005515	protein binding
Os05g0494600	R_5	24291732	24292848	81	rice	24291732	24292848	GO:0005488	binding
Os10g0173000	R_10	4994500	4995160	81	rice	4994500	4995160	GO:0005575	cellular_component
Os10g0173000	R_10	4994500	4995160	81	rice	4994500	4995160	GO:0016020	membrane
Os12g0147200	R_12	2312450	2313217	80	rice	2312450	2313217	GO:0008150	biological_process
Os12g0147200	R_12	2312450	2313217	80	rice	2312450	2313217	GO:0009987	cellular process
Os12g0147200	R_12	2312450	2313217	80	rice	2312450	2313217	GO:0008152	metabolic process
Os12g0147200	R_12	2312450	2313217	80	rice	2312450	2313217	GO:0009058	biosynthetic process
Os12g0147200	R_12	2312450	2313217	80	rice	2312450	2313217	GO:0006139	nucleobase-containing compound metabolic process
Os03g0300600	R_3	10571694	10573269	80	rice	10571694	10573269	GO:0005575	cellular_component
Os03g0300600	R_3	10571694	10573269	80	rice	10571694	10573269	GO:0005622	intracellular anatomical structure
Os03g0300600	R_3	10571694	10573269	80	rice	10571694	10573269	GO:0005737	cytoplasm
Os03g0300600	R_3	10571694	10573269	80	rice	10571694	10573269	GO:0005783	endoplasmic reticulum
Os01g0840100	R_1	36039716	36043151	80	rice	36039716	36043151	GO:0003674	molecular_function
Os01g0840100	R_1	36039716	36043151	80	rice	36039716	36043151	GO:0005515	protein binding
Os01g0840100	R_1	36039716	36043151	80	rice	36039716	36043151	GO:0005488	binding
Os01g0840100	R_1	36039716	36043151	80	rice	36039716	36043151	GO:0008150	biological_process
Os01g0840100	R_1	36039716	36043151	80	rice	36039716	36043151	GO:0009987	cellular process
Os01g0840100	R_1	36039716	36043151	80	rice	36039716	36043151	GO:0003824	catalytic activity
Os01g0840100	R_1	36039716	36043151	80	rice	36039716	36043151	GO:0016787	hydrolase activity
Os01g0840100	R_1	36039716	36043151	80	rice	36039716	36043151	GO:0000166	nucleotide binding
Os01g0840100	R_1	36039716	36043151	80	rice	36039716	36043151	GO:0005575	cellular_component
Os01g0840100	R_1	36039716	36043151	80	rice	36039716	36043151	GO:0005622	intracellular anatomical structure
Os01g0840100	R_1	36039716	36043151	80	rice	36039716	36043151	GO:0005737	cytoplasm
Os01g0840100	R_1	36039716	36043151	80	rice	36039716	36043151	GO:0006950	response to stress
Os01g0840100	R_1	36039716	36043151	80	rice	36039716	36043151	GO:0042221	response to chemical
Os01g0840100	R_1	36039716	36043151	80	rice	36039716	36043151	GO:0009628	response to abiotic stimulus
Os04g0511200	R_4	25563419	25565153	80	rice	25563419	25565153	GO:0005575	cellular_component
Os04g0511200	R_4	25563419	25565153	80	rice	25563419	25565153	GO:0005622	intracellular anatomical structure
Os04g0511200	R_4	25563419	25565153	80	rice	25563419	25565153	GO:0003674	molecular_function
Os04g0511200	R_4	25563419	25565153	80	rice	25563419	25565153	GO:0003824	catalytic activity
Os04g0511200	R_4	25563419	25565153	80	rice	25563419	25565153	GO:0005737	cytoplasm
Os04g0511200	R_4	25563419	25565153	80	rice	25563419	25565153	GO:0005783	endoplasmic reticulum
Os04g0511200	R_4	25563419	25565153	80	rice	25563419	25565153	GO:0005488	binding
Os04g0511200	R_4	25563419	25565153	80	rice	25563419	25565153	GO:0016020	membrane
Os04g0185600	R_4	5811361	5813082	79	rice	5811361	5813082	GO:0006810	transport
Os04g0185600	R_4	5811361	5813082	79	rice	5811361	5813082	GO:0008150	biological_process
Os04g0185600	R_4	5811361	5813082	79	rice	5811361	5813082	GO:0009987	cellular process
Os04g0185600	R_4	5811361	5813082	79	rice	5811361	5813082	GO:0005215	transporter activity
Os04g0185600	R_4	5811361	5813082	79	rice	5811361	5813082	GO:0003674	molecular_function
Os04g0185600	R_4	5811361	5813082	79	rice	5811361	5813082	GO:0005575	cellular_component
Os04g0185600	R_4	5811361	5813082	79	rice	5811361	5813082	GO:0016020	membrane
Os07g0154100	R_7	2870686	2872829	78	rice	2870686	2872829	GO:0003674	molecular_function
Os07g0154100	R_7	2870686	2872829	78	rice	2870686	2872829	GO:0003824	catalytic activity
Os07g0154100	R_7	2870686	2872829	78	rice	2870686	2872829	GO:0008150	biological_process
Os07g0154100	R_7	2870686	2872829	78	rice	2870686	2872829	GO:0009987	cellular process
Os07g0154100	R_7	2870686	2872829	78	rice	2870686	2872829	GO:0008152	metabolic process
Os07g0154100	R_7	2870686	2872829	78	rice	2870686	2872829	GO:0009058	biosynthetic process
Os07g0154100	R_7	2870686	2872829	78	rice	2870686	2872829	GO:0006629	lipid metabolic process
Os07g0154100	R_7	2870686	2872829	78	rice	2870686	2872829	GO:0005488	binding
Os07g0154100	R_7	2870686	2872829	78	rice	2870686	2872829	GO:0005575	cellular_component
Os07g0154100	R_7	2870686	2872829	78	rice	2870686	2872829	GO:0005622	intracellular anatomical structure
Os07g0154100	R_7	2870686	2872829	78	rice	2870686	2872829	GO:0005737	cytoplasm
Os07g0154100	R_7	2870686	2872829	78	rice	2870686	2872829	GO:0009507	chloroplast
Os07g0154100	R_7	2870686	2872829	78	rice	2870686	2872829	GO:0009536	plastid
Os07g0154100	R_7	2870686	2872829	78	rice	2870686	2872829	GO:0009056	catabolic process
Os02g0668000	R_2	27118006	27122427	77	rice	27118006	27122427	GO:0005575	cellular_component
Os02g0668000	R_2	27118006	27122427	77	rice	27118006	27122427	GO:0016020	membrane
Os02g0668000	R_2	27118006	27122427	77	rice	27118006	27122427	GO:0006810	transport
Os02g0668000	R_2	27118006	27122427	77	rice	27118006	27122427	GO:0008150	biological_process
Os02g0668000	R_2	27118006	27122427	77	rice	27118006	27122427	GO:0009987	cellular process
Os02g0668000	R_2	27118006	27122427	77	rice	27118006	27122427	GO:0005215	transporter activity
Os02g0668000	R_2	27118006	27122427	77	rice	27118006	27122427	GO:0003674	molecular_function
Os02g0668000	R_2	27118006	27122427	77	rice	27118006	27122427	GO:0005886	plasma membrane
Os11g0454300	R_11	15342877	15343671	77	rice	15342877	15343671	GO:0008150	biological_process
Os11g0454300	R_11	15342877	15343671	77	rice	15342877	15343671	GO:0042221	response to chemical
Os11g0454300	R_11	15342877	15343671	77	rice	15342877	15343671	GO:0009719	response to endogenous stimulus
Os11g0454300	R_11	15342877	15343671	77	rice	15342877	15343671	GO:0005575	cellular_component
Os11g0454300	R_11	15342877	15343671	77	rice	15342877	15343671	GO:0005622	intracellular anatomical structure
Os11g0454300	R_11	15342877	15343671	77	rice	15342877	15343671	GO:0005737	cytoplasm
Os11g0454300	R_11	15342877	15343671	77	rice	15342877	15343671	GO:0005829	cytosol
Os11g0454300	R_11	15342877	15343671	77	rice	15342877	15343671	GO:0006950	response to stress
Os11g0454300	R_11	15342877	15343671	77	rice	15342877	15343671	GO:0009628	response to abiotic stimulus
Os11g0707050	R_11	28938028	28938246	77	rice	28938028	28938246	GO:0005575	cellular_component
Os11g0707050	R_11	28938028	28938246	77	rice	28938028	28938246	GO:0005622	intracellular anatomical structure
Os11g0707050	R_11	28938028	28938246	77	rice	28938028	28938246	GO:0005737	cytoplasm
Os11g0707050	R_11	28938028	28938246	77	rice	28938028	28938246	GO:0009507	chloroplast
Os11g0707050	R_11	28938028	28938246	77	rice	28938028	28938246	GO:0009536	plastid
Os11g0707050	R_11	28938028	28938246	77	rice	28938028	28938246	GO:0008150	biological_process
Os11g0707050	R_11	28938028	28938246	77	rice	28938028	28938246	GO:0009987	cellular process
Os11g0707050	R_11	28938028	28938246	77	rice	28938028	28938246	GO:0008152	metabolic process
Os11g0707050	R_11	28938028	28938246	77	rice	28938028	28938246	GO:0006091	generation of precursor metabolites and energy
Os03g0111300	R_3	652323	652798	76	rice	652323	652798	GO:0003674	molecular_function
Os03g0111300	R_3	652323	652798	76	rice	652323	652798	GO:0005488	binding
Os03g0111300	R_3	652323	652798	76	rice	652323	652798	GO:0008289	lipid binding
Os03g0111300	R_3	652323	652798	76	rice	652323	652798	GO:0006810	transport
Os03g0111300	R_3	652323	652798	76	rice	652323	652798	GO:0008150	biological_process
Os02g0824500	R_2	35424129	35425623	76	rice	35424129	35425623	GO:0003674	molecular_function
Os02g0824500	R_2	35424129	35425623	76	rice	35424129	35425623	GO:0005488	binding
Os02g0824500	R_2	35424129	35425623	76	rice	35424129	35425623	GO:0003676	nucleic acid binding
Os02g0824500	R_2	35424129	35425623	76	rice	35424129	35425623	GO:0003677	DNA binding
Os05g0129900	R_5	1744769	1748850	76	rice	1744769	1748850	GO:0003674	molecular_function
Os05g0129900	R_5	1744769	1748850	76	rice	1744769	1748850	GO:0005515	protein binding
Os05g0129900	R_5	1744769	1748850	76	rice	1744769	1748850	GO:0005488	binding
Os05g0129900	R_5	1744769	1748850	76	rice	1744769	1748850	GO:0005575	cellular_component
Os05g0129900	R_5	1744769	1748850	76	rice	1744769	1748850	GO:0005622	intracellular anatomical structure
Os03g0271400	R_3	9076047	9079383	76	rice	9076047	9079383	GO:0003674	molecular_function
Os03g0271400	R_3	9076047	9079383	76	rice	9076047	9079383	GO:0005488	binding
Os03g0271400	R_3	9076047	9079383	76	rice	9076047	9079383	GO:0000166	nucleotide binding
Os03g0271400	R_3	9076047	9079383	76	rice	9076047	9079383	GO:0005575	cellular_component
Os03g0271400	R_3	9076047	9079383	76	rice	9076047	9079383	GO:0005622	intracellular anatomical structure
Os03g0271400	R_3	9076047	9079383	76	rice	9076047	9079383	GO:0005737	cytoplasm
Os03g0271400	R_3	9076047	9079383	76	rice	9076047	9079383	GO:0005783	endoplasmic reticulum
Os02g0622500	R_2	24783201	24786542	75	rice	24783201	24786542	GO:0003674	molecular_function
Os02g0622500	R_2	24783201	24786542	75	rice	24783201	24786542	GO:0005488	binding
Os02g0622500	R_2	24783201	24786542	75	rice	24783201	24786542	GO:0003723	RNA binding
Os02g0622500	R_2	24783201	24786542	75	rice	24783201	24786542	GO:0003676	nucleic acid binding
Os08g0278900	R_8	10810395	10813333	75	rice	10810395	10813333	GO:0005575	cellular_component
Os08g0278900	R_8	10810395	10813333	75	rice	10810395	10813333	GO:0016020	membrane
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0003674	molecular_function
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0005515	protein binding
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0005488	binding
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0008150	biological_process
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0009987	cellular process
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0003824	catalytic activity
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0016787	hydrolase activity
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0006950	response to stress
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0008152	metabolic process
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0009056	catabolic process
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0042221	response to chemical
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0019538	protein metabolic process
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0000166	nucleotide binding
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0005575	cellular_component
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0005622	intracellular anatomical structure
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0005634	nucleus
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0005737	cytoplasm
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0007154	cell communication
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0007165	signal transduction
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0000003	reproduction
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0048856	anatomical structure development
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0030154	cell differentiation
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0040007	growth
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0016049	cell growth
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0009856	pollination
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0016020	membrane
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0005783	endoplasmic reticulum
Os03g0710500	R_3	28647086	28649570	74	rice	28647086	28649570	GO:0009628	response to abiotic stimulus
Os08g0557800	R_8	27916313	27922609	73	rice	27916313	27922609	GO:0003674	molecular_function
Os08g0557800	R_8	27916313	27922609	73	rice	27916313	27922609	GO:0003824	catalytic activity
Os08g0557800	R_8	27916313	27922609	73	rice	27916313	27922609	GO:0008150	biological_process
Os08g0557800	R_8	27916313	27922609	73	rice	27916313	27922609	GO:0008152	metabolic process
Os08g0557800	R_8	27916313	27922609	73	rice	27916313	27922609	GO:0006629	lipid metabolic process
Os08g0557800	R_8	27916313	27922609	73	rice	27916313	27922609	GO:0009987	cellular process
Os08g0557800	R_8	27916313	27922609	73	rice	27916313	27922609	GO:0009058	biosynthetic process
Os08g0557800	R_8	27916313	27922609	73	rice	27916313	27922609	GO:0019748	secondary metabolic process
Os08g0557800	R_8	27916313	27922609	73	rice	27916313	27922609	GO:0006139	nucleobase-containing compound metabolic process
